article_index,experiment_number,author,year,title,journal,url,searchterms,N_participants_recruited,N_participants_after_filtering,N_participants_per_item,part_profile,part_recruitment,compensation,demographics_reported,language,N_experiments,experiment_num_orig,N_conditions,N_conditions_reported,N_items_per_condition,design_type,between_subj_condition,balanced_items,exp_blocking,randomization,N_trials_per_participant,N_pre-test,N_post-test,multiple_tasks,confidence_design,N_target_items,N_target_items_per_participant,N_fillers,N_items_reported,linguistic_phenomenon,item_construction,item_balance,item_plausibility,contextualization,confidence_stimuli,instructions,rating_terminology,response_scale,response_levels,response_comparison,presentation_modality,task_review,task_timing,delivery_format,task_duration,task_supervision,pilot_testing,confidence,breaks,comprehension,confidence_task,stat_scale,preprocessing,software,statistical_test,bayesian,random_effects,effect_sizes,sig_threshold,mult_comp_correction,power_analysis,autocorr,propensity,other_instr,other_instr_type,confidence_analysis,item_avail,item_repository,data_avail,data_repository,preregistration,prereg_repository,corresp_author,coder_comments,coder_id
"Sprouse, Fukuda, Ono et al._2011_reverse_island_effects",1,Jon Sprouse; Shin Fukuda; Hajime Ono; Robert Kluender,2011.0,Reverse Island Effects and the Backward Search for a Licensor in Multiple Wh-Questions,Syntax,https://doi.org/10.1111/j.1467-9612.2011.00153.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; magnitude estimation; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,47,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Language background,English,3,1,24,No,12,Within-subjects,NA,Yes,Intermixed,Semi-random,96,9,0,Not Reported,Fairly confident,288,48,48,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"Not Reported. ""Participants are asked to use the standard to estimate the acceptability of the experimental items.""",acceptability,Continuous,ME,Magnitude Estimation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Continuous,Z-score,R,Mixed-Effects Regression,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,jsprouse@uci.edu,,JG
"Sprouse, Fukuda, Ono et al._2011_reverse_island_effects",4,Jon Sprouse; Shin Fukuda; Hajime Ono; Robert Kluender,2011.0,Reverse Island Effects and the Backward Search for a Licensor in Multiple Wh-Questions,Syntax,https://doi.org/10.1111/j.1467-9612.2011.00153.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; magnitude estimation; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,47,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Language background,English,3,1,24,No,12,Within-subjects,NA,Yes,Intermixed,Semi-random,96,9,0,Not Reported,Fairly confident,288,48,48,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"Not Reported. ""Participants are asked to use the standard to estimate the acceptability of the experimental items.""",acceptability,Continuous,ME,Magnitude Estimation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Continuous,Z-score,R,Mixed-Effects Regression,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,jsprouse@uci.edu,,JG
"Bondevik, Lohndal_2023_extraction_from_finite",2,Ingrid Bondevik; Terje Lohndal,2023.0,Extraction from finite adjunct clauses: an investigation of relative clause dependencies in Norwegian,Glossa,https://doi.org/10.16995/glossa.9033,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,100,56,56,Mixed,Mixed,Paid directly,Region; Age; Language background,Norwegian,2,2,4,Yes,4,Within-subjects,NA,Yes,Intermixed,Semi-random,128,2,0,Not Reported,Fairly confident,64,64,64,No,Syntax,Fully Constructed,Other; Semantics,Not Reported,Not Reported,Fairly confident,"""participants were instructed to imagine a context in which the sentence was uttered by someone in their own dialect. Moreover, the instructions specified that long sentences are not necessarily unacceptable and short sentences are not necessarily acceptable. An example of a grammatical, but long sentence was shown and rated 7, and an example of a short, but ungrammatical sentence, rated 1.""",acceptability,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Z-score,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Not Reported,NA,Fairly confident,Not Reported,NA,Public Repository,https://osf.io/d6wfe,Not Reported,NA,ingrid.bondevik@ntnu.no,"Examined 'satiation' effects, which I've coded under ""propensity""; Used the differences-in-differences effect size approach",JG
"Bondevik, Lohndal_2023_extraction_from_finite",1,Ingrid Bondevik; Terje Lohndal,2023.0,Extraction from finite adjunct clauses: an investigation of relative clause dependencies in Norwegian,Glossa,https://doi.org/10.16995/glossa.9033,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,100,76,Not Reported,Mixed,Online platform,Paid directly,Region; Age; Language background,Norwegian,2,1,20,No,Not Reported,Within-subjects,NA,Yes,Intermixed,Semi-random,128,2,0,Not Reported,Fairly confident,256,64,64,No,Syntax,Fully Constructed,Other; Semantics,Not Reported,Not Reported,Fairly confident,"""participants were instructed to imagine a context in which the sentence was uttered by someone in their own dialect. Moreover, the instructions specified that long sentences are not necessarily unacceptable and short sentences are not necessarily acceptable. An example of a grammatical, but long sentence was shown and rated 7, and an example of a short, but ungrammatical sentence, rated 1.""",acceptability,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Z-score,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Not Reported,NA,Fairly confident,Not Reported,NA,Public Repository,https://osf.io/d6wfe,Not Reported,NA,ingrid.bondevik@ntnu.no,"Examined 'satiation' effects, which I've coded under ""propensity""; Used the differences-in-differences effect size approach",JG
"Portele, Bader_2023_strong_semantic_biases",1,Yvonne Portele; Markus Bader,2023.0,Strong semantic biases make demonstrative pronouns act like personal pronouns,Glossa,https://doi.org/10.16995/glossa.8832,acceptability judg(e)ment; acceptability rating; naïve rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,18,Not Reported,Not Reported,Students (unspecified),University affiliation,Not Reported,Language background,German,4,4,4,Yes,20,Within-subjects,NA,Yes,Intermixed,Not Reported,40,0,0,Not Reported,Fairly confident,80,20,20,No,Syntax; Semantics,Edited Authentic,Not Reported,Not Reported,Not Reported,Fairly confident,'A short instruction told participants that 1 corresponds to “totally unacceptable” and 7 to “totally acceptable”.' [Not Exact],acceptability,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Ordinal,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Not Reported,NA,Not Reported,https://osf.io/ft256,Not Reported,NA,y.portele@gmail.com,"A view-only link is provided to an OSF, but there are no files.",JG
"Diesing, Zec_2017_getting_in_the",1,Molly Diesing; Draga Zec,2017.0,Getting in the first word: Prosody and predicate initial sentences in Serbian,Glossa,https://doi.org/10.5334/gjgl.204,acceptability judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,,,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1,1,,,,Within-subjects,NA,Not Reported,Not Reported,Not Reported,,0,0,Not Reported,,,,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,,Not Reported,Not Reported,,Isolation,Written,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,,Not Reported,Not Reported,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,,Not Reported,NA,Not Reported,NA,Not Reported,NA,md20@cornell.edu,Exclude; This paper reports on experimental results from previous studies ,JG
Gonzálvez-García_2011_metaphor_and_metonymy,1,Francisco Gonzálvez-García,2011.0,Metaphor and metonymy do not render coercion superfluous: Evidence from the subjective-transitive construction,Linguistics,https://doi.org/10.1515/ling.2011.037,acceptability judgement; acceptability rating; grammaticality judgement; grammaticality rating; sentence judgement; syntactic judgement,30,Not Reported,Not Reported,Mixed,Not Reported,Not Reported,Age; Region; Language background,English,2,1,Not Reported,No,Not Reported,Within-subjects,NA,Not Reported,Not Reported,Not Reported,Not Reported,0,0,Not Reported,Slightly confident,Not Reported,Not Reported,Not Reported,No,Semantics,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"The native speakers were given the following instructions as to how to interpret the acceptability labels above. “Acceptable” was taken to mean “the sentence is possible in English”, while “unacceptable” was intended to reflect that “the sentence is impossible  in  English”.  Moreover,  the  “marginally  acceptable”  label  was meant to capture the following acceptability judgements: (a) “the sentence is not altogether impossible but does not sound completely OK either” and/or (b) “I’m not quite sure about whether this sentence is acceptable or unacceptable”.",acceptability,Ordinal (Likert),3,Isolation,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Ordinal,Not Reported,Not Reported,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,,"No formal study was described: "" all the English and Spanish examples reproduced in this paper were previously rated as (a) acceptable, (b) marginally acceptable or (c) unac-ceptable by a group of 30 educated British and American native speakers aged between 20 and 50 and a group of 30 university students of English Philology at the University of Almería, aged between 21 and 23""",JG
Gonzálvez-García_2011_metaphor_and_metonymy,2,Francisco Gonzálvez-García,2011.0,Metaphor and metonymy do not render coercion superfluous: Evidence from the subjective-transitive construction,Linguistics,https://doi.org/10.1515/ling.2011.037,acceptability judgement; acceptability rating; grammaticality judgement; grammaticality rating; sentence judgement; syntactic judgement,30,Not Reported,Not Reported,Students (unspecified),University affiliation,Not Reported,Age; Region; Language background,Spanish,2,2,Not Reported,No,Not Reported,Within-subjects,NA,Not Reported,Not Reported,Not Reported,Not Reported,0,0,Not Reported,Slightly confident,Not Reported,Not Reported,Not Reported,No,Semantics,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"The native speakers were given the following instructions as to how to interpret the acceptability labels above. “Acceptable” was taken to mean “the sentence is possible in English”, while “unacceptable” was intended to reflect that “the sentence is impossible  in  English”.  Moreover,  the  “marginally  acceptable”  label  was meant to capture the following acceptability judgements: (a) “the sentence is not altogether impossible but does not sound completely OK either” and/or (b) “I’m not quite sure about whether this sentence is acceptable or unacceptable”.",acceptability,Ordinal (Likert),3,Isolation,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Ordinal,Not Reported,Not Reported,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,,"No formal study was described: "" all the English and Spanish examples reproduced in this paper were previously rated as (a) acceptable, (b) marginally acceptable or (c) unac-ceptable by a group of 30 educated British and American native speakers aged between 20 and 50 and a group of 30 university students of English Philology at the University of Almería, aged between 21 and 23""",JG
Kapia_2012_clitic_doubling_and,1,Enkeleida Kapia,2012.0,Clitic doubling and information structure in Albanian,Linguistics,https://doi.org/10.1515/ling-2012-0028,grammaticality judgment; sentence judgment; syntactic judgment,27,Not Reported,27,Not Reported,Not Reported,Not compensated,Age; Language background; Education,Albanian,2,1,32,Yes,1,Within-subjects,NA,Yes,Intermixed,Semi-random,40,4,0,Not Reported,Fairly confident,32,32,8,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Fairly confident,"The participants were asked to judge whether ‘Toni’s sentence sounds like Albanian.’ If ‘yes’, then they were asked to circle ‘yes’ in their test booklet. If ‘no’, they were asked to circle ‘no’ and also underline the section of Toni’s sentence which did not sound like Albanian. [exact instructions not provided]",other,Dichotomous (Binary),2,Isolation,Written,Not Reported,Not Reported,Paper,Yes,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,ekapia@bu.edu,Also ran a production experiment with different items,JG
"Kretzschmar, Prenner, Primus et al._2022_semanticrole_prominence_is",1,Franziska Kretzschmar; Maria Katarzyna Prenner; Beatrice Primus; Daniel Bunčić,2022.0,Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish,Glossa,https://doi.org/10.16995/glossa.5697,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,102,92,Not Reported,Not Reported,Personal / professional network,Not Reported,Gender / Sex; Age; Education; Language background,Polish,2,1,10,Yes,40,Within-subjects,NA,Yes,Intermixed,Semi-random,52,0,0,Not Reported,Fairly confident,400,40,12,Yes,Syntax; Semantics,Fully Constructed,Frequency; Semantics,Not Reported,Not Reported,Fairly confident,,acceptability,Ordinal (Likert),6,Isolation,Written,Not Reported,Self-paced,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Ordinal,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Public Repository,https://osf.io/q438j/,Public Repository,https://osf.io/q438j/,Not Reported,NA,daniel.buncic@uni-koeln.de,,JG
"Kretzschmar, Prenner, Primus et al._2022_semanticrole_prominence_is",2,Franziska Kretzschmar; Maria Katarzyna Prenner; Beatrice Primus; Daniel Bunčić,2022.0,Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish,Glossa,https://doi.org/10.16995/glossa.5697,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,81,76,Not Reported,Not Reported,Personal / professional network,Not Reported,Gender / Sex; Age; Education; Language background,Polish,2,2,10,Yes,40,Within-subjects,NA,Yes,Intermixed,Semi-random,52,0,0,Not Reported,Fairly confident,400,40,12,Yes,Syntax; Semantics,Fully Constructed,Frequency; Semantics,Not Reported,Not Reported,Fairly confident,Not Reported,acceptability,Ordinal (Likert),6,Isolation,Written,Not Reported,Self-paced,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Ordinal,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Public Repository,https://osf.io/q438j/,Public Repository,https://osf.io/q438j/,Not Reported,NA,daniel.buncic@uni-koeln.de,,JG
